"","FIPSTXT","State","County","Markets2009","Markets2016","SNAP","WIC","WICCash","Senior","CreditCards","Produce","Animal","Baked","OtherFood","SNAP1000","WIC1000","WICCash1000","Senior1000","CreditCards1000","Produce1000","Animal1000","Baked1000","OtherFood1000","Difference","Increased","Present_2009","Present_2016","Accepts_SNAP","Accepts_WIC","Accepts_WICCash","Accepts_Senior","Accepts_CreditCards","Sells_Produce","Sells_Animal","Sells_Baked","Sells_OtherFood","Alabama","Alaska","Arizona","Arkansas","California","Colorado","Connecticut","Delaware","DistrictofColumbia","Florida","Georgia","Hawaii","Idaho","Illinois","Indiana","Iowa","Kansas","Kentucky","Louisiana","Maine","Maryland","Massachusetts","Michigan","Minnesota","Mississippi","Missouri","Montana","Nebraska","Nevada","NewHampshire","NewJersey","NewMexico","NewYork","NorthCarolina","NorthDakota","Ohio","Oklahoma","Oregon","Pennsylvania","RhodeIsland","SouthCarolina","SouthDakota","Tennessee","Texas","Utah","Vermont","Virginia","Washington","WestVirginia","Wisconsin","Wyoming","Midwest","Northeast","South","West","Markets_2009_norm","Markets_2016_norm","SNAP_norm","WIC_norm","WICCash_norm","Senior_norm","CreditCards_norm","Produce_norm","Animal_norm","Baked_norm","OtherFood_norm"
"1382",27135,"MN","Roseau",0,0.064,0,0,0,0,1,1,1,1,1,0,0,0,0,0.064,0.064,0.064,0.064,0.064,0.064,1,0,1,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.232,1.178,0.873,0.322,-2.349,0.728,-0.321,-1.135,0.793,0.28,-0.555
"1383",27137,"MN","St. Louis",0.015,0.055,5,1,0,1,9,8,7,7,8,0.275,0.055,0,0.055,0.495,0.44,0.385,0.385,0.44,0.04,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.886,0.402,0.244,0.961,1.52,-1.731,0.859,0.705,1.065,-0.215,-1.192
"1384",27139,"MN","Scott",0,0.007,1,0,0,0,1,1,1,1,1,0.007,0,0,0,0.007,0.007,0.007,0.007,0.007,0.007,1,0,1,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-0.357,-0.025,-0.834,-0.467,1.283,1.763,-0.852,-0.48,-1.142,-0.582,1.066
"1385",27141,"MN","Sherburne",0,0.011,0,0,0,0,1,1,1,1,1,0,0,0,0,0.011,0.011,0.011,0.011,0.011,0.011,1,0,1,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-1.05,-0.087,0.138,-0.482,0.17,-0.273,-0.45,-0.336,0.412,-0.986,-0.467
"1386",27143,"MN","Sibley",0.067,0.135,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0.135,0,0.135,0.135,0.068,1,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.456,-1.187,0.126,0.053,-0.097,-0.282,0.845,0.434,-1.113,1.15,-0.553
"1387",27145,"MN","Stearns",0.034,0.039,1,0,0,0,3,4,4,4,4,0.039,0,0,0,0.117,0.156,0.156,0.156,0.156,0.005,1,1,1,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-0.462,0.608,0.563,0.125,-0.333,0.027,-0.182,0.601,-2.365,-0.119,-1.015
"1388",27147,"MN","Steele",0,0.054,0,0,0,0,0,2,1,2,1,0,0,0,0,0,0.108,0.054,0.108,0.054,0.054,1,0,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-2.643,0.516,-0.527,-0.513,-1.353,1.707,-0.554,0.543,-0.383,-0.63,0.928
"1389",27149,"MN","Stevens",0,0.103,1,0,0,0,1,1,1,1,1,0.103,0,0,0,0.103,0.103,0.103,0.103,0.103,0.103,1,0,1,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.944,1.189,2.045,-0.03,0.216,0.215,-1.267,2.353,-0.775,-0.403,0.04
"1390",27151,"MN","Swift",0,0.106,0,0,0,0,1,1,0,1,1,0,0,0,0,0.106,0.106,0,0.106,0.106,0.106,1,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.79,1.151,1.148,0.661,0.712,0.486,-1.749,-0.193,-0.715,-0.457,0.277
"1391",27153,"MN","Todd",0,0.041,0,0,0,0,1,1,1,1,1,0,0,0,0,0.041,0.041,0.041,0.041,0.041,0.041,1,0,1,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2.286,-0.057,-0.639,-2.074,-2.073,-0.725,0.319,-0.518,-0.303,-0.353,-1.414
"1392",27155,"MN","Traverse",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2.719,-0.137,0.006,1.374,1.02,-1.108,-0.373,-0.267,0.586,-0.972,2.011
"1393",27157,"MN","Wabasha",0,0.047,1,0,0,0,1,1,1,1,1,0.047,0,0,0,0.047,0.047,0.047,0.047,0.047,0.047,1,0,1,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.461,-2.572,0.16,-0.58,2.457,1.115,-0.751,-0.267,0.66,0.82,-0.16
"1394",27159,"MN","Wadena",0,0.145,2,0,0,0,2,2,1,1,2,0.29,0,0,0,0.29,0.29,0.145,0.145,0.29,0.145,1,0,1,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-0.651,-0.317,-0.411,0.333,2.768,-1.834,0.569,-0.496,0.638,-0.038,0.018
"1395",27161,"MN","Waseca",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.629,-0.087,0.849,-0.681,0.745,-0.317,-1.272,0.575,0.911,-0.129,0.255
"1396",27163,"MN","Washington",0.013,0.024,0,1,0,0,1,3,2,3,3,0,0.024,0,0,0.024,0.072,0.048,0.072,0.072,0.011,1,1,1,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-0.995,2.623,-0.822,-1.499,-0.919,-0.262,-1.405,0.146,1.578,0.559,-1.979
"1397",27165,"MN","Watonwan",0.092,0.183,1,0,0,0,0,1,1,0,1,0.183,0,0,0,0,0.183,0.183,0,0.183,0.091,1,1,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.182,0.287,0.057,0.349,0.63,-0.263,-0.175,1.115,-0.422,1.842,0.019
"1398",27167,"MN","Wilkin",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.632,1.054,0.252,-0.743,-0.6,0.026,-0.667,0.92,0.825,0.948,0.745
"1399",27169,"MN","Winona",0.02,0.039,0,0,1,0,1,2,2,2,2,0,0,0.039,0,0.039,0.078,0.078,0.078,0.078,0.019,1,1,1,0,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-0.647,0.201,-0.071,-0.074,-0.864,-0.267,1.581,0.771,0.557,1.61,2.511
"1400",27171,"MN","Wright",0.025,0.023,1,0,0,0,1,1,1,1,1,0.023,0,0,0,0.023,0.023,0.023,0.023,0.023,-0.002,0,1,1,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-0.948,1.751,0.835,0.537,0.2,1.995,-1.263,0.108,0.769,0.605,-2.543
"1401",27173,"MN","Yellow Medicine",0.101,0.101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.127,0.62,0.721,-0.793,-1.781,0.538,-1.823,0.823,-1.738,-0.883,-1.349
"1402",28001,"MS","Adams",0.033,0.032,0,0,0,1,1,0,0,0,0,0,0,0,0.032,0.032,0,0,0,0,-0.001,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-0.47,1.207,-0.394,1.495,0.232,0.225,0.119,-0.97,-1.826,-0.098,1.16
"1403",28003,"MS","Alcorn",0.028,0.054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.026,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1.125,0.269,-1.035,0.562,0.858,0.695,-1.132,-0.234,0.716,0.48,2.831
"1404",28005,"MS","Amite",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-0.288,0.126,1.384,0.705,-1.118,-0.962,1.485,1.222,-0.401,-0.888,0.843
"1405",28007,"MS","Attala",0,0.053,1,1,1,1,1,1,1,1,1,0.053,0.053,0.053,0.053,0.053,0.053,0.053,0.053,0.053,0.053,1,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-0.221,-0.128,-1.667,1.579,0.412,0.371,-1.371,0.082,0.593,0.395,0.393
"1406",28009,"MS","Benton",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-1.15,0.495,1.676,0.196,-1.133,-2.159,-0.208,-1.405,1.674,-0.679,-1.42
"1407",28011,"MS","Bolivar",0.027,0.061,2,2,0,0,2,2,2,2,2,0.122,0.122,0,0,0.122,0.122,0.122,0.122,0.122,0.034,1,1,1,1,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.387,-0.801,-1.871,-0.096,1.183,-1.765,1.344,-0.24,-1.649,-2.267,2.5
"1408",28013,"MS","Calhoun",0,0.068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.068,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.489,0.397,-0.625,1.006,-0.528,0.568,-0.511,-0.564,1.015,1.838,0.468
"1409",28015,"MS","Carroll",0.097,0.098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.751,0.654,-0.14,-0.925,-1.172,-1.991,2.293,-1.771,0.131,2.347,-0.085
"1410",28017,"MS","Chickasaw",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-0.775,-0.378,0.716,0.62,-0.203,-0.274,1.439,0.888,1.201,0.212,-0.595
"1411",28019,"MS","Choctaw",0,0.243,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0.243,0,0.243,0.243,0.243,1,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-1.419,1.857,-0.492,0.58,-1.024,0.997,-0.159,-0.572,2.634,0.789,-0.748
"1412",28021,"MS","Claiborne",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-0.647,0.454,0.399,0.817,1.185,-1.705,-0.543,1.412,0.41,0.459,-0.603
"1413",28023,"MS","Clarke",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-0.924,-2.228,-0.08,-0.769,-1.167,-1.26,0.541,-0.228,0.832,0.497,0.885
"1414",28025,"MS","Clay",0,0.05,1,1,1,1,1,1,1,1,1,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,1,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.136,0.87,-0.607,-1.594,-0.527,1.019,-0.111,-0.929,1.172,0.248,1.034
"1415",28027,"MS","Coahoma",0,0.084,1,0,0,0,1,1,1,1,1,0.084,0,0,0,0.084,0.084,0.084,0.084,0.084,0.084,1,0,1,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.579,0.903,-0.528,-0.201,0.671,0.004,-0.007,0.575,-0.042,1.543,-0.29
"1416",28029,"MS","Copiah",0.034,0.07,1,0,0,0,1,2,2,2,2,0.07,0,0,0,0.07,0.14,0.14,0.14,0.14,0.036,1,1,1,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.925,0.983,0.511,0.406,1.142,0.676,0.325,0.619,0.33,-1.571,0.475
"1417",28031,"MS","Covington",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.091,-0.998,1.238,1.175,1.482,-2.677,0.254,1.906,-1.264,2.228,0.206
"1418",28033,"MS","DeSoto",0.006,0.011,1,1,0,1,1,1,1,1,1,0.011,0.011,0,0.011,0.011,0.011,0.011,0.011,0.011,0.005,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-0.506,-1.142,-0.295,-0.203,-0.306,0.28,-0.276,-1.055,-0.625,0.245,-1.103
"1419",28035,"MS","Forrest",0.037,0.066,2,1,0,2,1,1,1,1,1,0.132,0.066,0,0.132,0.066,0.066,0.066,0.066,0.066,0.029,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-2.493,-1.582,-1.05,-0.497,1.502,-0.185,0.344,-1.377,0.33,2.511,-1.095
"1420",28037,"MS","Franklin",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-0.802,0.806,-0.227,1.715,0.674,0.429,0.076,1.463,0.955,-0.725,0.723
"1421",28039,"MS","George",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.286,-0.95,0.389,-0.688,-0.737,0.852,-2.603,0.795,-0.78,0.447,0.057
"1422",28041,"MS","Greene",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-1.132,-1.348,0.96,-1.111,0.549,-1.01,-0.52,0.5,-1.203,-0.65,0.809
"1423",28043,"MS","Grenada",0,0.141,1,0,0,0,2,2,1,2,2,0.141,0,0,0,0.282,0.282,0.141,0.282,0.282,0.141,1,0,1,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.014,2.103,0.033,1.297,-1.76,-0.237,-0.026,-0.959,1.405,0.868,0.69
"1424",28045,"MS","Hancock",0.024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.024,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1.282,-1.437,1.62,-0.389,1.343,-0.059,1.765,-0.191,-1.248,0.797,0.892
"1425",28047,"MS","Harrison",0.028,0.034,2,0,0,4,3,4,4,4,4,0.068,0,0,0.136,0.102,0.136,0.136,0.136,0.136,0.006,1,1,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.726,-1.489,0.696,-0.404,0.946,0.447,0.273,1.534,-1.251,-0.702,-1.035
"1426",28049,"MS","Hinds",0.008,0.021,3,2,0,2,5,4,3,3,4,0.063,0.042,0,0.042,0.105,0.084,0.063,0.063,0.084,0.013,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-0.228,-0.15,-1.562,0.69,0.336,-0.548,1.132,-0.095,-2.243,-1.55,1.095
"1427",28051,"MS","Holmes",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.883,2.239,-0.001,0.175,0.235,0.471,-0.248,0.092,-1.09,0.301,1.625
"1428",28053,"MS","Humphreys",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-0.591,0.434,0.403,1.946,0.627,-0.401,-0.433,-0.578,-1.214,1.248,1.928
"1429",28055,"MS","Issaquena",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-2.196,-0.896,-1.795,-1.653,0.106,0.635,0.181,-1.209,-0.99,-0.173,-1.154
"1430",28057,"MS","Itawamba",0.043,0.085,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0.085,0.085,0.085,0.085,0.042,1,1,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-0.342,-0.611,1.687,-1.637,0.415,1.683,-0.5,-1.505,1.078,0.149,1.016
"1431",28059,"MS","Jackson",0.023,0.021,0,0,0,1,1,2,2,2,2,0,0,0,0.021,0.021,0.042,0.042,0.042,0.042,-0.002,0,1,1,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-0.713,0.346,0.51,0.243,-0.968,-0.008,0.908,-0.734,-1.943,1.078,-1.208
"1432",28061,"MS","Jasper",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-1.254,-1.326,0.022,0.252,-1.296,-1.215,-0.324,-0.363,-0.934,1.268,0.654
"1433",28063,"MS","Jefferson",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-0.208,-0.601,-1.377,-0.353,1.02,-0.021,0.695,1.037,0.029,-0.927,0.296
"1434",28065,"MS","Jefferson Davis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1.286,-2.483,0.477,0.801,1.199,-0.741,0.522,-0.545,-1.004,-0.572,1.048
