FIPSTXT,State,County,DIRSALES_FARMS07,DIRSALES_FARMS12,PCH_DIRSALES_FARMS_07_12,PCT_LOCLFARM07,PCT_LOCLFARM12,PCT_LOCLSALE07,PCT_LOCLSALE12,DIRSALES07,DIRSALES12,PCH_DIRSALES_07_12,PC_DIRSALES07,PC_DIRSALES12,PCH_PC_DIRSALES_07_12,FMRKT09,FMRKT16,PCH_FMRKT_09_16,FMRKTPTH09,FMRKTPTH16,PCH_FMRKTPTH_09_16,FMRKT_SNAP16,PCT_FMRKT_SNAP16,FMRKT_WIC16,PCT_FMRKT_WIC16,FMRKT_WICCASH16,PCT_FMRKT_WICCASH16,FMRKT_SFMNP16,PCT_FMRKT_SFMNP16,FMRKT_CREDIT16,PCT_FMRKT_CREDIT16,FMRKT_FRVEG16,PCT_FMRKT_FRVEG16,FMRKT_ANMLPROD16,PCT_FMRKT_ANMLPROD16,FMRKT_BAKED16,PCT_FMRKT_BAKED16,FMRKT_OTHERFOOD16,PCT_FMRKT_OTHERFOOD16,VEG_FARMS07,VEG_FARMS12,PCH_VEG_FARMS_07_12,VEG_ACRES07,VEG_ACRES12,PCH_VEG_ACRES_07_12,VEG_ACRESPTH07,VEG_ACRESPTH12,PCH_VEG_ACRESPTH_07_12,FRESHVEG_FARMS07,FRESHVEG_FARMS12,PCH_FRESHVEG_FARMS_07_12,FRESHVEG_ACRES07,FRESHVEG_ACRES12,PCH_FRESHVEG_ACRES_07_12,FRESHVEG_ACRESPTH07,FRESHVEG_ACRESPTH12,PCH_FRESHVEG_ACRESPTH_07_12,ORCHARD_FARMS07,ORCHARD_FARMS12,PCH_ORCHARD_FARMS_07_12,ORCHARD_ACRES07,ORCHARD_ACRES12,PCH_ORCHARD_ACRES_07_12,ORCHARD_ACRESPTH07,ORCHARD_ACRESPTH12,PCH_ORCHARD_ACRESPTH_07_12,BERRY_FARMS07,BERRY_FARMS12,PCH_BERRY_FARMS_07_12,BERRY_ACRES07,BERRY_ACRES12,PCH_BERRY_ACRES_07_12,BERRY_ACRESPTH07,BERRY_ACRESPTH12,PCH_BERRY_ACRESPTH_07_12,SLHOUSE07,SLHOUSE12,PCH_SLHOUSE_07_12,GHVEG_FARMS07,GHVEG_FARMS12,PCH_GHVEG_FARMS_07_12,GHVEG_SQFT07,GHVEG_SQFT12,PCH_GHVEG_SQFT_07_12,GHVEG_SQFTPTH07,GHVEG_SQFTPTH12,PCH_GHVEG_SQFTPTH_07_12,FOODHUB16,CSA07,CSA12,PCH_CSA_07_12,AGRITRSM_OPS07,AGRITRSM_OPS12,PCH_AGRITRSM_OPS_07_12,AGRITRSM_RCT07,AGRITRSM_RCT12,PCH_AGRITRSM_RCT_07_12,FARM_TO_SCHOOL09,FARM_TO_SCHOOL13
37195,NC,Wilson,24,18,-25,7.8947368421,6.0606060606,0.5602547751,0.0651331611,716,117,-83.6592178771,9.1240410837,1.4310351154,-84.3157751891,1,3,200,0.0127627532,0.036737243,187.8473200181,2,66.6666666667,0,0,0,0,0,0,3,100,2,66.6666666667,2,66.6666666667,2,66.6666666667,2,66.6666666667,35,39,11.4285714286,4764,8443,-43.5745588061,60.7080051992,58.2688144424,-4.0179062855,29,31,6.8965517241,3349,4849,44.7894893998,42.6765552922,59.3084553383,38.9719834044,5,6,20,18,30,66.6666666667,0.2293753345,0.3669320809,59.9701561908,4,5,25,,,,,,,2,1,-50,0,0,,0,0,,0,0,,0,3,1,-66.6666666667,1,1,0,,,,0,0
37197,NC,Yadkin,57,75,31.5789473684,5.7575757576,7.8781512605,,0.1267345793,,158,,,4.1453495999,,1,3,200,0.0265160555,0.0799317915,201.4467654268,0,0,0,0,0,0,1,33.3333333333,1,33.3333333333,1,33.3333333333,1,33.3333333333,1,33.3333333333,1,33.3333333333,29,27,-6.8965517241,104,43,141.8604651163,2.7393652048,2.7285845468,-0.3935458481,27,27,0,,38,,,0.9969828152,,36,41,13.8888888889,203,239,17.7339901478,5.3470301594,6.2704971796,17.2706529178,6,23,283.3333333333,9,30,233.3333333333,0.2370604504,0.7870916962,232.0215138397,1,1,0,2,7,250,,26080,,,684.2450478814,,0,11,7,-36.3636363636,5,10,100,451000,,,0,1
37199,NC,Yancey,34,53,55.8823529412,7.6062639821,11.7777777778,3.3056253625,2.9089008883,171,167,-2.3391812865,9.5,9.480556344,-0.2046700629,1,1,0,0.0539141686,0.056567485,4.9213711958,0,0,1,100,1,100,1,100,1,100,1,100,1,100,1,100,1,100,44,54,22.7272727273,128,131,-2.2900763359,7.1111111111,7.2665342038,2.185637241,40,50,25,58,111,91.3793103448,3.2222222222,6.3014476299,95.5621678233,9,8,-11.1111111111,23,24,4.347826087,1.2777777778,1.3624751632,6.6284910341,8,18,125,5,12,140,0.2777777778,0.6812375816,145.2455293784,0,0,0,5,11,120,13960,24624,76.3896848138,775.5555555556,1397.8995174567,80.2449234543,0,5,9,80,3,27,800,,1421000,,1,1
38001,ND,Adams,8,1,-87.5,1.8779342723,0.2551020408,0.0226815231,,16,,,6.7739204064,,,1,0,-100,0.4472271914,0,-100,,,,,,,,,,,,,,,,,,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,,0,0,,0,0,,0,2,0,-100,9,9,0,37000,118000,218.9189189189,0,1
38003,ND,Barnes,16,7,-56.25,1.7372421281,0.8187134503,0.0229181332,0.0007971303,42,3,-92.8571428571,3.7984986886,0.2723558783,-92.8299072693,1,1,0,0.0929973031,0.0915248032,-1.5833790957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,133.3333333333,,55,,,,,3,7,133.3333333333,,,,,,,0,2,,0,,,0,,,0,4,,0,2,,0,0.1815705856,,1,1,0,0,0,,0,0,,0,0,,0,1,0,-100,2,0,-100,,0,,0,1
38005,ND,Benson,8,11,37.5,1.3536379019,1.9538188277,0.0301870783,0.0049869301,37,12,-67.5675675676,5.5364357325,1.7730496454,-67.9748897834,0,1,,0,0.1483899688,,0,0,0,0,0,0,0,0,1,100,1,100,0,0,1,100,0,0,3,4,33.3333333333,,5,,,,,1,4,300,,5,,,0.7387706856,,1,1,0,,,,,,,1,1,0,,,,,,,0,0,0,0,0,,0,0,,0,0,,0,3,1,-66.6666666667,7,2,-71.4285714286,16000,,,0,1
38007,ND,Billings,0,4,,0,2.0304568528,0,0.0190907355,0,7,,0,7.6335877863,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,0,1,,0,,,0,0,,0,1,,0,,,0,,,1,0,-100,,0,,,0,,1,0,-100,,0,,,0,,0,0,0,0,0,,0,0,,0,0,,0,0,0,,4,8,100,,,,0,0
38009,ND,Bottineau,10,23,130,1.1123470523,2.6651216686,0.0047652518,0.010234931,8,26,225,1.2445550716,3.9501671225,217.3959282893,1,1,0,0.1574307305,0.151998784,-3.450372397,1,100,0,0,0,0,0,0,1,100,1,100,1,100,1,100,1,100,0,2,,0,,,0,0,,0,2,,0,,,0,,,0,1,,0,,,0,,,2,4,100,,7,,,1.063506533,,0,1,,0,2,,0,,,0,,,0,1,1,0,0,1,,0,,,0,0
38011,ND,Bowman,9,8,-11.1111111111,2.5495750708,2.2988505747,0.0785252697,0.0143604656,61,16,-73.7704918033,20,4.984423676,-75.0778816199,0,1,,0,0.3085467448,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,,0,0,,0,0,,0,0,0,,3,5,66.6666666667,,31000,,0,
38013,ND,Burke,3,3,0,0.6479481641,0.6147540984,0.011366035,0.0047554736,7,5,-28.5714285714,3.6213140197,2.3137436372,-36.1076221326,1,2,100,0.5437737901,0.9099181074,67.3339399454,0,0,0,0,0,0,0,0,0,0,1,50,0,0,1,50,1,50,0,2,,0,,,0,0,,0,2,,0,,,0,,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,,0,0,,0,0,,0,0,0,,1,6,500,,6000,,0,1
38015,ND,Burleigh,25,16,-36,2.4366471735,1.5779092702,0.1738897806,0.0139188918,143,25,-82.5174825175,1.8458043447,0.2913243605,-84.2169425284,4,5,25,0.0501114981,0.0529173325,5.5991829564,1,20,0,0,0,0,0,0,1,20,1,20,1,20,1,20,1,20,12,10,-16.6666666667,74,,,0.9551714791,0.8623201072,-9.7209112626,12,10,-16.6666666667,74,,,0.9551714791,,,2,6,200,,4,,,0.0466118977,,2,0,-100,,0,,,0,,0,0,0,0,0,,0,0,,0,0,,0,0,4,,3,0,-100,,0,,0,1
38017,ND,Cass,3,18,500,0.3285870756,1.8595041322,,0.0054663309,,31,,,0.1968141503,,2,4,100,0.0139529367,0.0228246666,63.5832444122,0,0,0,0,0,0,0,0,1,25,2,50,1,25,2,50,2,50,3,7,133.3333333333,,,,,,,1,6,500,,12,,,0.0761861227,,10,2,-80,21,,,0.1486031306,,,1,0,-100,,0,,,0,,2,1,-50,0,0,,0,0,,0,0,,0,1,0,-100,1,0,-100,,0,,0,1
38019,ND,Cavalier,11,13,18.1818181818,1.6923076923,1.9490254873,0.0310812833,0.0346753076,54,116,114.8148148148,13.3136094675,29.4266869609,121.0271153955,1,1,0,0.270343336,0.2613012804,-3.3446563888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,6,9,-33.3333333333,1.4792899408,1.5220700152,2.8919330289,3,3,0,6,9,50,1.4792899408,2.2831050228,54.3378995434,0,1,,0,,,0,,,0,2,,0,,,0,,,0,0,0,0,0,,0,0,,0,0,,0,4,7,75,1,6,500,,,,0,1
38021,ND,Dickey,6,6,0,1.1009174312,1.1049723757,0.0104833438,0.0164899617,17,44,158.8235294118,3.1411677753,8.382549057,166.860914684,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,1,5,400,,,,,,,0,4,,0,73,,0,13.9074109354,,1,2,100,,,,,,,0,2,,0,,,0,,,1,1,0,1,0,-100,,0,,,0,,0,2,0,-100,6,2,-66.6666666667,65000,,,0,0
38023,ND,Divide,1,0,-100,0.1988071571,0,,0,,0,,,0,,2,1,-50,1.0198878123,0.4144218815,-59.3659345213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,3,0,-100,9,0,-100,4.4096031357,0,-100,0,0,0,0,0,,0,0,,0,0,,0,1,0,-100,0,0,,0,0,,0,0
38025,ND,Dunn,9,11,22.2222222222,1.5985790409,1.7515923567,0.1571777855,0.0248421323,108,31,-71.2962962963,31.4960629921,7.7909022367,-75.2638853983,1,1,0,0.2971768202,0.2290426019,-22.9271644526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,,0,,,0,0,,0,2,,0,,,0,,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,1,,0,0,,0,0,,0,0,,0,0,0,,5,6,20,26000,16000,-38.4615384615,0,0
38027,ND,Eddy,0,8,,0,2.416918429,0,0.0304457447,0,32,,0,13.4793597304,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,2,2,0,,,,,,,1,1,0,,,,,,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,1,0,-100,0,0,,0,0,,0,0,,0,0,0,,1,5,400,,5000,,0,
38029,ND,Emmons,7,1,-85.7142857143,1.0086455331,0.1642036125,0.0677943681,,82,,,22.5274725275,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,1,1,0,,,,,,,1,1,0,,,,,,,0,0,,0,0,,0,0,,2,0,-100,,0,,,0,,0,0,0,0,0,,0,0,,0,0,,0,3,0,-100,3,0,-100,75000,0,-100,0,1
38031,ND,Foster,6,3,-50,1.935483871,0.9677419355,0.0210617214,0.0011805679,20,2,-90,5.7142857143,0.5897965202,-89.6785608965,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,1,4,300,,,,,,,0,3,,0,,,0,,,1,3,200,,1,,,0.2948982601,,1,3,200,,6,,,1.7693895606,,0,0,0,1,1,0,,,,,,,0,1,0,-100,0,2,,0,,,0,0
38033,ND,Golden Valley,3,7,133.3333333333,1.2345679012,2.7888446215,,0.0201447061,,12,,,6.6555740433,,1,1,0,0.6169031462,0.5503577325,-10.7870115575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-100,,0,,,,,1,0,-100,,0,,,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,1,0,-100,0,0,,0,0,,0,0,,0,2,0,-100,5,0,-100,5000,0,-100,0,1
38035,ND,Grand Forks,9,10,11.1111111111,0.9249743063,1.0309278351,0.0582955781,0.0114282516,149,49,-67.1140939597,2.2462424434,0.7236851822,-67.7824099401,1,2,100,0.0150570663,0.0281361226,86.8632443763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,16,-51.5151515152,13593,10695,27.0967741935,204.9206277418,200.7561771699,-2.0322261442,28,14,-50,3699,3398,-8.1373344147,55.7640993171,50.1853520211,-10.0041915215,0,0,,0,0,,0,0,,3,2,-33.3333333333,3,,,0.0452263579,,,0,0,0,0,0,,0,0,,0,0,,0,1,0,-100,0,3,,0,,,0,1
38037,ND,Grant,14,5,-64.2857142857,2.6515151515,0.9842519685,0.1352197321,0.0203704883,108,32,-70.3703703704,43.583535109,13.6927685066,-68.5827033709,1,0,-100,0.4278990158,0,-100,,,,,,,,,,,,,,,,,,,0,2,,0,,,0,0,,0,2,,0,,,0,,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,,0,0,,0,0,,0,0,0,,4,6,50,,,,0,1
38039,ND,Griggs,6,3,-50,1.2526096033,0.6578947368,0.0315930811,0.0015646024,20,2,-90,8.2304526749,0.8492569002,-89.6815286624,1,1,0,0.4262574595,0.4391743522,3.0303030303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,0,,,0,0,,0,0,,0,0,,0,0,,0,2,,0,,,0,,,0,0,,0,0,,0,0,,0,0,0,0,0,,0,0,,0,0,,0,0,0,,4,11,175,,28000,,0,0
38041,ND,Hettinger,2,9,350,0.3663003663,1.8218623482,,0.009432064,,15,,,5.8708414873,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,1,,0,,,0,,,1,0,-100,,0,,,0,,0,0,0,0,0,,0,0,,0,0,,0,0,1,,27,9,-66.6666666667,187000,110000,-41.1764705882,0,1
38043,ND,Kidder,15,8,-46.6666666667,2.5423728814,1.4311270125,0.2230521177,0.0377569665,175,56,-68,71.4285714286,22.9979466119,-67.8028747433,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,9,16,77.7777777778,8156,6697,21.7858742721,3328.9795918367,3349.4866529774,0.6160164271,4,12,200,,,,,,,1,0,-100,,0,,,0,,1,3,200,,3,,,1.2320328542,,1,0,-100,0,0,,0,0,,0,0,,0,2,1,-50,0,3,,0,,,0,0
38045,ND,LaMoure,11,4,-63.6363636364,1.6105417277,0.6230529595,0.0625835262,0.0051294151,96,15,-84.375,22.2222222222,3.6612155236,-83.524530144,1,2,100,0.2558853634,0.4864996351,90.124057407,0,0,0,0,0,0,0,0,1,50,1,50,0,0,1,50,1,50,0,2,,0,,,0,0,,0,2,,0,,,0,,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,2,,0,0,,0,0,,0,0,,0,1,0,-100,0,2,,0,,,0,1
38047,ND,Logan,8,3,-62.5,1.8779342723,0.7915567282,0.0224743024,0.0069727308,19,12,-36.8421052632,9.391992091,6.1983471074,-34.0039147455,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,1,0,-100,,0,,,,,1,0,-100,,0,,,0,,0,2,,0,,,0,,,0,2,,0,,,0,,,0,0,0,0,0,,0,0,,0,0,,0,2,0,-100,2,3,50,,10000,,0,1
38049,ND,McHenry,18,5,-72.2222222222,1.9396551724,0.5488474204,0.0134368468,0.0095855027,18,19,5.5555555556,3.3519553073,3.2877660495,-1.9149795236,1,3,200,0.1933114247,0.5031024652,160.254905249,0,0,0,0,0,0,0,0,0,0,3,100,1,33.3333333333,3,100,2,66.6666666667,4,6,50,,7,,,,,3,4,33.3333333333,3,,,0.5586592179,,,0,2,,0,,,0,,,3,4,33.3333333333,6,2,-66.6666666667,1.1173184358,0.3460806368,-69.0257830074,0,0,0,0,0,,0,0,,0,0,,0,2,2,0,7,11,57.1428571429,99000,114000,15.1515151515,0,1
38051,ND,McIntosh,1,6,500,0.1949317739,1.2738853503,,0.0107318399,,15,,,5.4406964091,,0,1,,0,0.3765060241,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,,0,14,-100,0,0,,0,3,,0,14,,0,5.0779833152,,0,1,,0,,,0,,,0,0,,0,0,,0,0,,0,0,0,0,0,,0,0,,0,0,,0,0,0,,1,2,100,,,,0,1
38053,ND,McKenzie,2,11,450,0.3418803419,1.9163763066,,0.0620369076,,71,,,8.9095244071,,0,1,,0,0.0792330243,,0,0,0,0,0,0,0,0,1,100,1,100,1,100,1,100,1,100,2,1,-50,,,,,,,2,1,-50,,,,,,,0,0,,0,0,,0,0,,0,1,,0,,,0,,,0,1,,2,1,-50,,,,,,,0,1,2,100,17,4,-76.4705882353,103000,92000,-10.6796116505,0,1
38055,ND,McLean,9,6,-33.3333333333,0.8991008991,0.6912442396,0.0177435144,0.0088614411,29,26,-10.3448275862,3.29134037,2.7742210841,-15.711510442,1,1,0,0.1203369434,0.1027854867,-14.5852605612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,7,-12.5,,,,,,,7,6,-14.2857142857,9,11,22.2222222222,1.0214504597,1.1737089202,14.9061032864,3,1,-66.6666666667,,,,,,,3,1,-66.6666666667,,,,,,,2,1,-50,0,0,,0,0,,0,0,,0,0,3,,7,7,0,12000,,,0,1
38057,ND,Mercer,10,7,-30,2.1978021978,1.6587677725,0.1597284616,0.0182517437,64,14,-78.125,7.663752844,1.6462841016,-78.518564793,2,3,50,0.2540327702,0.3450655625,35.8350586611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,0,,,0,0,,0,1,,0,,,0,,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,1,2,100,0,2,,0,,,0,,,0,0,0,,2,0,-100,,0,,0,0
38059,ND,Morton,9,16,77.7777777778,1.0765550239,1.8038331454,0.1773972077,0.0701477098,208,158,-24.0384615385,7.9057392626,5.6344055346,-28.7301876855,2,3,50,0.0755743652,0.0973741439,28.8454672336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,,0,41,-100,0,0,,0,10,,0,36,,0,1.2837886028,,0,5,,0,15,,0,0.5349119178,,0,6,,0,3,,0,0.1069823836,,2,2,0,0,0,,0,0,,0,0,,0,0,6,,5,4,-20,5000,8000,60,0,1
38061,ND,Mountrail,11,5,-54.5454545455,1.6691957511,0.7462686567,0.0314808985,0.0077478839,34,12,-64.7058823529,4.8633957946,1.3728406361,-71.7719738622,2,2,0,0.2945074363,0.1952743605,-33.6945909002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,,0,0,,0,0,,0,0,0,,7,7,0,252000,35000,-86.1111111111,0,1
38063,ND,Nelson,2,5,150,0.3072196621,0.8291873964,,0.007546652,,11,,,3.5691109669,,1,0,-100,0.3195909236,0,-100,,,,,,,,,,,,,,,,,,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,,0,0,,0,0,,0,1,0,-100,1,1,0,,,,0,0
38065,ND,Oliver,8,9,12.5,2.9304029304,3.1034482759,0.1311131506,0.3403707819,70,291,315.7142857143,37.5335120643,158.583106267,322.5107045543,1,0,-100,0.6086427267,0,-100,,,,,,,,,,,,,,,,,,,1,1,0,,,,,,,1,1,0,,,,,,,0,0,,0,0,,0,0,,1,1,0,,,,,,,0,0,0,1,1,0,,,,,,,0,0,2,,0,0,,0,0,,0,0
38067,ND,Pembina,3,12,300,0.575815739,2.0547945205,,0.0179813585,,73,,,10.05371161,,3,3,0,0.4058441558,0.4243881737,4.5692460037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,30,0,17911,19551,-8.3883177331,2361.3711272248,2466.740118441,4.4621952899,20,25,25,,9450,,,1301.4736262223,,2,2,0,,,,,,,0,0,,0,0,,0,0,,0,0,0,0,3,,0,3200,,0,440.7106459165,,0,0,0,,2,3,50,,5000,,0,1
38069,ND,Pierce,6,0,-100,1.1320754717,0,0.0027505398,0,2,0,-100,0.4578754579,0,-100,1,1,0,0.2506265664,0.2343566909,-6.4916803375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-100,,0,,,,,1,0,-100,,0,,,0,,0,0,,0,0,,0,0,,6,0,-100,2,0,-100,0.4578754579,0,-100,0,0,0,0,0,,0,0,,0,0,,0,0,0,,3,0,-100,4000,0,-100,0,1
38071,ND,Ramsey,10,7,-30,1.5898251192,1.2216404887,0.0425463595,0.0042358702,53,10,-81.1320754717,4.6819787986,0.8651267411,-81.5221986625,1,2,100,0.0889679715,0.1732051615,94.6826015415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,-80,,,,,,,5,1,-80,,,,,,,4,3,-25,8,12,50,0.7067137809,1.0381520893,46.8985206333,0,2,,0,,,0,,,0,1,,0,0,,0,0,,0,0,,0,0,2,,9,0,-100,21000,0,-100,0,1
38073,ND,Ransom,7,9,28.5714285714,1.25,1.6423357664,0.0299920735,0.0172928346,28,31,10.7142857143,4.8560527229,5.6631348191,16.6201263114,1,2,100,0.1818181818,0.370096225,103.5529237602,0,0,0,0,0,0,0,0,0,0,1,50,1,50,1,50,1,50,5,2,-60,,,,,,,3,1,-66.6666666667,6,,,1.0405827263,,,1,4,300,,,,,,,0,0,,0,0,,0,0,,1,1,0,0,2,,0,,,0,,,0,0,0,,0,3,,0,15000,,0,1
38075,ND,Renville,5,0,-100,1.3513513514,0,0.0178788192,0,19,0,-100,7.867494824,0,-100,0,1,,0,0.3921568627,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,,0,0,,0,0,,0,0,0,,0,0,,0,0,,0,0
38077,ND,Richland,16,29,81.25,1.6967126193,3.3957845433,0.0424475811,0.029869805,111,160,44.1441441441,6.6630650099,9.8661898008,48.0728431459,0,1,,0,0.0611508592,,0,0,0,0,0,0,0,0,1,100,1,100,1,100,1,100,1,100,3,4,33.3333333333,,,,,,,3,4,33.3333333333,,,,,,,3,0,-100,2,0,-100,0.1200552254,0,-100,0,2,,0,,,0,,,1,1,0,0,4,,0,24188,,0,1491.5212431399,,0,4,5,25,1,6,500,,,,0,1
38079,ND,Rolette,12,14,16.6666666667,1.8126888218,2.157164869,0.0645490573,0.0064857453,43,7,-83.7209302326,3.1435046422,0.4872955099,-84.4983365577,0,1,,0,0.0682174773,,0,0,0,0,0,0,0,0,0,0,1,100,0,0,1,100,1,100,1,8,700,,,,,,,1,8,700,,,,,,,0,3,,0,30,,0,2.0884093282,,1,0,-100,,0,,,0,,1,1,0,0,2,,0,,,0,,,0,0,2,,3,6,100,,2000,,0,1
38081,ND,Sargent,5,3,-40,1.014198783,0.5586592179,0.0070455061,,9,,,2.2183879714,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,4,5,25,,4827,,,,,2,3,50,,,,,,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,1,0,-100,0,0,,0,0,,0,0,,0,0,3,,0,0,,0,0,,0,1
38083,ND,Sheridan,6,2,-66.6666666667,1.5384615385,0.5405405405,0.0304831581,,16,,,11.3798008535,,,0,1,,0,0.756429652,,0,0,0,0,0,0,0,0,0,0,1,100,0,0,1,100,1,100,3,0,-100,19,0,,13.5135135135,14.9253731343,10.447761194,3,0,-100,19,0,-100,13.5135135135,0,-100,1,0,-100,,0,,,0,,1,0,-100,,0,,,0,,1,0,-100,0,0,,0,0,,0,0,,0,0,0,,15,3,-80,100000,36000,-64,0,0
38085,ND,Sioux,8,2,-75,3.9215686275,1.1363636364,0.021659086,,7,,,1.7098192477,,,1,1,0,0.2379252915,0.2237637055,-5.952114567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,,0,0,,0,0,,0,2,0,-100,4,2,-50,,,,0,1
38087,ND,Slope,2,3,50,0.8403361345,1.3574660633,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,,0,0,,0,0,,0,0,0,,7,2,-71.4285714286,,,,0,
38089,ND,Stark,13,12,-7.6923076923,1.5028901734,1.4336917563,0.0309878941,0.0131076201,30,20,-33.3333333333,1.2944425268,0.7426385949,-42.6286930798,1,1,0,0.0437694227,0.0320523094,-26.7700887849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,200,,,,,,,2,5,150,,5,,,0.1856596487,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,,0,0,,0,0,,0,1,0,-100,16,1,-93.75,21000,,,0,1
38091,ND,Steele,1,0,-100,0.2923976608,0,,0,,0,,,0,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,0,2,,0,,,0,0,,0,2,,0,,,0,,,0,2,,0,,,0,,,0,2,,0,,,0,,,0,0,0,0,0,,0,0,,0,0,,0,2,1,-50,0,0,,0,0,,0,0
38093,ND,Stutsman,18,15,-16.6666666667,1.7257909875,1.4591439689,0.0353030769,0.0088254034,70,41,-41.4285714286,3.3531327841,1.9544284489,-41.713359574,3,3,0,0.1466060695,0.1419916698,-3.1474820144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,33.3333333333,,,,,,,2,2,0,,,,,,,0,0,,0,0,,0,0,,1,1,0,,,,,,,0,0,0,0,0,,0,0,,0,0,,0,1,2,100,3,2,-33.3333333333,9000,,,0,1
38095,ND,Towner,0,8,,0,1.5122873346,0,0.0025404697,0,5,,0,2.156101768,,0,1,,0,0.4418912947,,0,0,0,0,0,0,0,0,0,0,1,100,0,0,1,100,1,100,4,7,75,,,,,,,3,7,133.3333333333,,,,,,,1,0,-100,,0,,,0,,0,0,,0,0,,0,0,,0,0,0,0,0,,0,0,,0,0,,0,1,2,100,4,2,-50,19000,,,0,
38097,ND,Traill,4,4,0,0.8695652174,0.8547008547,0.0125772407,,23,,,2.7650877615,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,13,11,-15.3846153846,2538,2258,12.4003542958,305.1214234191,314.6931184129,3.1370117793,11,7,-36.3636363636,,943,,,116.9249845009,,4,0,-100,2,0,-100,0.240442414,0,-100,2,2,0,,,,,,,0,0,0,2,2,0,,,,,,,0,0,0,,0,2,,0,,,0,1
